Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2024-12-15,,,,,,,,
2024-12-16,152.20183196505218,152.20183196505218,147.61273319175842,147.72152709960938,11961200.0,0.0,0.0,CVX
2024-12-17,146.37643559180788,147.01929903588768,145.29839654620952,146.4852294921875,11909300.0,0.0,0.0,CVX
2024-12-18,146.13907400504104,147.03909496785792,142.400541642541,142.49945068359375,10174500.0,0.0,0.0,CVX
2024-12-19,142.98407362214775,143.17197664442318,139.40377477806751,139.60157775878906,16544300.0,0.0,0.0,CVX
2024-12-20,139.27521400179037,141.28294372558594,139.0081716720608,141.28294372558594,32209200.0,0.0,0.0,CVX
2024-12-21,139.27521400179037,141.28294372558594,139.0081716720608,141.28294372558594,32209200.0,,,
2024-12-22,139.27521400179037,141.28294372558594,139.0081716720608,141.28294372558594,32209200.0,,,
2024-12-23,140.91699643248774,141.77746283285288,139.98730577657642,141.40162658691406,8156500.0,0.0,0.0,CVX
2024-12-24,141.53019717029525,142.45987268126012,140.6994005117863,142.26206970214844,3556100.0,0.0,0.0,CVX
2024-12-25,141.53019717029525,142.45987268126012,140.6994005117863,142.26206970214844,3556100.0,,,
2024-12-26,142.09394631020731,142.7269249422828,141.3323889416255,142.40054321289062,4492600.0,0.0,0.0,CVX
2024-12-27,142.70713066048725,144.11156652714837,141.8170097057753,142.42031860351562,5296500.0,0.0,0.0,CVX
2024-12-28,142.70713066048725,144.11156652714837,141.8170097057753,142.42031860351562,5296500.0,,,
2024-12-29,142.70713066048725,144.11156652714837,141.8170097057753,142.42031860351562,5296500.0,,,
2024-12-30,142.2126217972505,142.40053991813457,140.7884312265832,141.5005340576172,6194800.0,0.0,0.0,CVX
2024-12-31,141.945586907182,143.74561362264524,141.74778392952885,143.2510986328125,6137800.0,0.0,0.0,CVX
2025-01-01,141.945586907182,143.74561362264524,141.74778392952885,143.2510986328125,6137800.0,,,
2025-01-02,143.88408340318216,146.44568263012886,143.88408340318216,145.10060119628906,7170300.0,0.0,0.0,CVX
2025-01-03,145.92147640875112,146.87095182846417,145.68411887237272,146.22808837890625,5809000.0,0.0,0.0,CVX
2025-01-04,145.92147640875112,146.87095182846417,145.68411887237272,146.22808837890625,5809000.0,,,
2025-01-05,145.92147640875112,146.87095182846417,145.68411887237272,146.22808837890625,5809000.0,,,
2025-01-06,146.77204005978152,148.6808757305299,145.25882542796003,145.64454650878906,5888700.0,0.0,0.0,CVX
2025-01-07,146.88083568759046,148.84901076448995,146.01049957450803,147.94898986816406,7736000.0,0.0,0.0,CVX
2025-01-08,146.41599710229872,149.52155075257068,146.40611223503112,148.65121459960938,7640900.0,0.0,0.0,CVX
2025-01-09,146.41599710229872,149.52155075257068,146.40611223503112,148.65121459960938,7640900.0,,,
2025-01-10,151.72709481387622,152.64688546328694,149.2149501810383,151.46005249023438,11074700.0,0.0,0.0,CVX
2025-01-11,151.72709481387622,152.64688546328694,149.2149501810383,151.46005249023438,11074700.0,,,
2025-01-12,151.72709481387622,152.64688546328694,149.2149501810383,151.46005249023438,11074700.0,,,
2025-01-13,152.40952551683193,155.62387294260014,152.31061648255607,153.64581298828125,11774100.0,0.0,0.0,CVX
2025-01-14,153.50735445056523,155.18870244882788,152.76558194326697,155.17880249023438,6830200.0,0.0,0.0,CVX
2025-01-15,155.15903388339692,156.94917579939505,154.66451887493776,156.59312438964844,7900000.0,0.0,0.0,CVX
2025-01-16,156.29641051210396,158.1458917925522,156.29641051210396,157.63160705566406,5578900.0,0.0,0.0,CVX
2025-01-17,157.38434294065073,159.9953814409607,157.05796124168702,159.69866943359375,9260400.0,0.0,0.0,CVX
2025-01-18,157.38434294065073,159.9953814409607,157.05796124168702,159.69866943359375,9260400.0,,,
2025-01-19,157.38434294065073,159.9953814409607,157.05796124168702,159.69866943359375,9260400.0,,,
2025-01-20,157.38434294065073,159.9953814409607,157.05796124168702,159.69866943359375,9260400.0,,,
2025-01-21,159.38218583672693,159.62944334816547,155.76234733873125,156.50411987304688,10131400.0,0.0,0.0,CVX
2025-01-22,155.95024056291498,156.7019130089119,154.55571975556782,154.69418334960938,7232200.0,0.0,0.0,CVX
2025-01-23,155.90080762780468,156.2074045208476,153.91284761959636,154.29856872558594,5979800.0,0.0,0.0,CVX
2025-01-24,154.74364715313126,155.74256206356102,153.5666989874502,153.94252014160156,8003800.0,0.0,0.0,CVX
2025-01-25,154.74364715313126,155.74256206356102,153.5666989874502,153.94252014160156,8003800.0,,,
2025-01-26,154.74364715313126,155.74256206356102,153.5666989874502,153.94252014160156,8003800.0,,,
2025-01-27,154.61506699442438,156.1579514325233,153.81395508167307,155.50518798828125,7141000.0,0.0,0.0,CVX
2025-01-28,155.97992867397102,157.1766465284165,153.47766887811187,154.4963836669922,6425400.0,0.0,0.0,CVX
2025-01-29,154.01175587491957,154.86232229551717,153.11173493505692,153.98208618164062,5630600.0,0.0,0.0,CVX
2025-01-30,154.84253637756552,155.72277248523457,153.8139518045479,154.6051788330078,6931900.0,0.0,0.0,CVX
2025-01-31,152.07324982856025,152.67655874198144,147.01930584310088,147.5533905029297,16731600.0,0.0,0.0,CVX
2025-02-01,152.07324982856025,152.67655874198144,147.01930584310088,147.5533905029297,16731600.0,,,
2025-02-02,152.07324982856025,152.67655874198144,147.01930584310088,147.5533905029297,16731600.0,,,
2025-02-03,147.36546987242247,149.2050662744859,146.17863689172995,147.7017364501953,7605000.0,0.0,0.0,CVX
2025-02-04,147.08854937168633,151.70731786684806,147.08854937168633,151.5391845703125,8458100.0,0.0,0.0,CVX
2025-02-05,151.31170654296875,152.11281843581023,150.61937346339684,151.31170654296875,6533700.0,0.0,0.0,CVX
